ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Restaurant_address,Delivery_address
6ED5,RANCHIRES07DEL02,22,5,23.359407,85.325055,23.379407,85.345055,15-03-2022,11:40:00,11:50:00,conditions Cloudy,High ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 27,"Capitol Hill, Mahatma Gandhi Road, Konkā, Ranchi, Kanke, Ranchi, Jharkhand, 834002, India","Tukitoli, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India"
12D5,PUNERES16DEL01,35,4.9,18.536718,73.830327,18.546719,73.840328,30-03-2022,12:00:00,12:05:00,conditions Sunny,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 16,"Hindustan Petroleum, Senapati Bapat Marg, Model Colony, Pune City, Pune, Maharashtra, 411016, India","Tanhaji Marg, Mandalay Lines, Khadki, Pune City, Pune, Maharashtra, 411003, India"
24F0,SURRES010DEL02,34,4.4,21.17106,72.789292,21.25106,72.869292,14-03-2022,23:30:00,23:40:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 39,"Wok On Fire, Parel Point Flyover, Majura Taluka, Surat, Gujarat, 395007, India","Amroli, Adajan Taluka, Surat, Gujarat, 394105, India"
144B,VADRES07DEL02,23,4.7,0.0,0.0,0.02,0.02,24-03-2022,11:20:00,11:25:00,conditions Cloudy,High ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 29,,
5DA8,VADRES14DEL01,30,4.6,22.311603,73.165012,22.351603,73.205012,07-03-2022,13:10:00,13:15:00,conditions Windy,High ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 29,"Atal Flyover Ramp, Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
5487,VADRES15DEL02,30,4.8,0.0,0.0,0.08,0.08,18-03-2022,20:10:00,20:25:00,conditions Fog,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 36,,
5962,MUMRES04DEL01,22,4.6,19.254567,72.848923,19.294567,72.888923,01-03-2022,12:30:00,12:45:00,conditions Fog,High ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 25,"Holy Cross Road, I C Colony, R/N Ward, Zone 4, Mumbai Suburban, Maharashtra, 400092, India","Ghodbunder Village Road, Ghodbunder, Mira-Bhayander, Thane Taluka, Thane, Maharashtra, 401107, India"
985D,PUNERES18DEL03,31,3.4,18.593481,73.785901,18.683481,73.875901,08-03-2022,22:20:00,22:35:00,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 31,"Spot 18, Jagtap Dairy-Wakad Road, Shantiniketan Society, Vishal Nagar, Pimpri-Chinchwad, Haveli, Pune, Maharashtra, 431027, India","Pimpri-Chinchwad, Haveli, Pune, Maharashtra, 412105, India"
B716,HYDRES12DEL03,35,4.2,17.429585,78.392621,17.519585,78.482621,06-03-2022,21:15:00,21:25:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 46,"Hoppery, Rd Number 46, CBI Colony, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500033, India","Caton Residential Township, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, 500100, India"
7AEE,CHENRES17DEL02,39,4.9,13.045479,80.23311,13.125479,80.31311,16-03-2022,23:15:00,23:30:00,conditions Windy,Low ,0,Drinks ,motorcycle ,0,No ,NaN ,(min) 24,"Barbecue Nation, Somasundaram Road, Ward 136, Zone 10 Kodambakkam, Chennai, Tamil Nadu, 600001, India","New Washermanpet, Zone 4 Tondiarpet, Chennai, Tamil Nadu, 600001, India"
8ED4,COIMBRES18DEL01,30,4.2,11.02091,76.940432,11.03091,76.950432,09-03-2022,11:00:00,11:05:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 21,"bharthi park no2 road, Saibaba Colony, Ward 22, West Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Mettupalayam Road, Ward 10, West Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
8C40,CHENRES11DEL01,29,4.3,13.064181,80.236442,13.074181,80.246442,17-03-2022,10:35:00,10:40:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 27,"Sterling Avenue, Ward 110, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Ward 107, Zone 8 Anna Nagar, Chennai, Tamil Nadu, 600001, India"
2E21,INDORES02DEL01,25,4.9,22.651847,75.881991,22.691847,75.921991,13-03-2022,12:25:00,12:40:00,conditions Windy,High ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 18,"Phatankheri, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Bhichaulimardana, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India"
7BD8,VADRES05DEL03,29,5,22.310526,73.170937,22.370526,73.230937,15-03-2022,19:50:00,19:55:00,conditions Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 27,"RC Dutt Road, Alkapuri, Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
C2F7,LUDHRES12DEL02,23,4.6,30.893244,75.821817,30.913244,75.841817,15-02-2022,10:50:00,11:00:00,conditions Fog,Low ,2,Buffet ,electric_scooter ,0,No ,Urban ,(min) 14,"Sarabha Nagar Parking, Satpal Mittal Road, Gurudev Nagar, Ludhiana, Ludhiana (West) Tahsil, Ludhiana, Punjab, 141002, India","Rakh Bag Road, Ludhiana, Ludhiana (West) Tahsil, Ludhiana, Punjab, 141001, India"
76F5,HYDRES15DEL02,31,4.3,17.45971,78.368855,17.47971,78.388855,17-03-2022,11:50:00,11:55:00,conditions Stormy,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 38,"Heart Cup Coffee, B 7 & 8, Hitec City - Kondapur Main Road, jubliee gardens, Ward 107 Madhapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500084, India","Phase 5, Ward 114 KPHB Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500072, India"
8E35,JAPRES01DEL02,29,4.5,26.90519,75.810753,26.95519,75.860753,03-03-2022,18:35:00,18:40:00,conditions Cloudy,Medium ,2,Meal ,electric_scooter ,0,No ,Urban ,(min) 18,"Prithviraj Road, Adarsh Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302004, India","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
20ED,SURRES16DEL01,27,4.9,21.160437,72.774209,21.200437,72.814209,09-03-2022,12:55:00,13:00:00,conditions Windy,High ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 18,"Sizzling Salsa, Dumas Road, Majura Taluka, Surat, Gujarat, 394518, India","Surat, Gujarat, 392009, India"
3332,HYDRES02DEL02,21,4.7,17.41233,78.449654,17.49233,78.529654,02-03-2022,20:20:00,20:25:00,conditions Cloudy,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 43,"Road Number 1, Sri Ram Nagar Colony, Ward 93 Banjara Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India","Vivekanandapuram, Malkajgiri mandal, Medchal–Malkajgiri, Telangana, 500056, India"
9F5C,HYDRES04DEL03,22,4.8,17.411028,78.329645,17.471028,78.389645,15-03-2022,17:20:00,17:25:00,conditions Sandstorms,Medium ,2,Snack ,scooter ,1,No ,Urban ,(min) 28,"ISB Road, Financial District, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Gandipet mandal, Ranga Reddy, Telangana, 500075, India","APHB Colony, Ward 114 KPHB Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500072, India"
96FF,JAPRES12DEL02,26,4.8,26.902908,75.792934,27.032908,75.922934,02-04-2022,21:40:00,21:45:00,conditions Stormy,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 15,"Bardar Patel Nagar, Bais Godam, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Khanyawala, Amber Tehsil, Jaipur(Rural), Rajasthan, India"
75F1,INDORES05DEL03,32,4.3,22.727021,75.884167,22.817021,75.974167,08-03-2022,21:00:00,21:05:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 40,"Marathe Urban solutions, 302 B, Lala Banarsilal Dawar Marg, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452007, India","Panor, Kanadiya Tahsil, Indore, Madhya Pradesh, 453771, India"
3046,COIMBRES01DEL03,37,4.7,11.016298,76.972076,11.106298,77.062076,02-04-2022,00:00:00,00:05:00,conditions Fog,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 25,"Kuchi n kream, Bharathiyar Road, Ward 52, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Vellanaipatti, Coimbatore North, Coimbatore, Tamil Nadu, 641048, India"
8024,SURRES19DEL01,35,4.9,21.149669,72.772629,21.219669,72.842629,04-03-2022,18:55:00,19:10:00,conditions Fog,Medium ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 33,"Majura Taluka, Surat, Gujarat, 394518, India","Mini Bazar, Surat, Katargam Taluka, Surat, Gujarat, 305994, India"
B0D4,COIMBRES14DEL02,20,4.7,11.003681,76.975525,11.023681,76.995525,26-03-2022,08:10:00,08:20:00,conditions Sandstorms,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 19,"Ward 73, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Bharathi Colony Main Road, Peelamedu, Ward 39, North Zone, Coimbatore South, Coimbatore, Tamil Nadu, 641028, India"
3DFD,JAPRES17DEL01,21,4.1,26.892312,75.806896,26.932312,75.846896,13-03-2022,14:15:00,14:20:00,conditions Sandstorms,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 38,"Motidungri Marg, Lalkothi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India","Govind Nagar, Ramganj, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
15FE,MYSRES02DEL03,36,4.2,12.304569,76.643622,12.364569,76.703622,01-04-2022,21:45:00,21:50:00,conditions Cloudy,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 35,"College Road, Chamarajapuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Belavadi, Srirangapattana taluk, Mandya, Karnataka, 570020, India"
38F7,INDORES16DEL02,30,5,22.744648,75.894377,22.824648,75.974377,20-03-2022,18:20:00,18:35:00,conditions Fog,Medium ,0,Snack ,motorcycle ,0,Yes ,Metropolitian ,(min) 44,"Malhar Mega Mall, Service Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Kodwali Buzurg, Sanwer Tahsil, Indore, Madhya Pradesh, 453771, India"
AF02,CHENRES20DEL02,24,4.8,12.975996,80.221898,13.025996,80.271898,15-03-2022,22:30:00,22:40:00,conditions Cloudy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 10,"Pind Restaurent, 2, Sarathy Nagar 1st Main Road, Tansi Nagar, Ward 179, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India","Syamala, 10, 5th Trust Cross Street, Ward 126, Zone 9 Teynampet, Chennai, Tamil Nadu, 600028, India"
A2B0,RANCHIRES12DEL01,21,4.9,0.0,0.0,0.07,0.07,31-03-2022,22:10:00,22:15:00,conditions Stormy,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 17,,
7A6F,CHENRES05DEL02,22,5,13.058616,80.264151,13.078616,80.284151,24-03-2022,10:25:00,10:30:00,conditions Windy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 19,"எக்ஸ்பிரஸ் அவென்யூ மால், 2, Whites Road, Royapettah, Zone 9 Teynampet, Chennai, Tamil Nadu, 600014, India","Fort St. George, Rajaji Salai, Ward 60, Zone 5 Royapuram, Chennai, Tamil Nadu, 600009, India"
9F6F,MUMRES16DEL03,37,4.9,19.120083,72.907385,19.180083,72.967385,13-03-2022,20:40:00,20:45:00,conditions Cloudy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 29,"Hiranandani Gardens, Powai, Zone 6, Mumbai Suburban, Maharashtra, 400076, India","Dattaji Salvi Botanical Garden, Kopri Flyover, Anand Nagar, Hariom Nagar, Zone 6, Thane, Thane Taluka, Thane, Maharashtra, 400081, India"
6A43,MYSRES05DEL01,28,4.6,12.323978,76.627961,12.363978,76.667961,28-03-2022,14:40:00,14:50:00,conditions Fog,High ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 23,"Adipampa Road, Gokulam, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Kesare, Mysuru taluk, Mysuru, Karnataka, 570026, India"
51DE,COIMBRES20DEL01,34,4.4,10.994136,76.963303,11.034136,77.003303,01-03-2022,12:10:00,12:25:00,conditions Cloudy,High ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 39,"Big Bazzar Street, Kottaimedu, Ward 74, Central Zone, Coimbatore South, Coimbatore, Tamil Nadu, 641001, India","Peelamedu, Ward 39, North Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
32D6,RANCHIRES11DEL01,NaN ,NaN ,23.359194,85.325447,23.469194,85.435447,31-03-2022,22:45:00,22:55:00,conditions Stormy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 27,"Punjab Sweet House, Mahatma Gandhi Road, Konkā, Ranchi, Kanke, Ranchi, Jharkhand, 834002, India","Ormanjhi, Ranchi, Jharkhand, India"
7EB6,MYSRES04DEL02,35,5,12.3085,76.665808,12.3585,76.715808,26-03-2022,21:30:00,21:35:00,conditions Sandstorms,Jam ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 34,"Century Layout, Nazarbad, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Kalisiddana Hundi, Srirangapattana taluk, Mandya, Karnataka, 570020, India"
C435,AURGRES09DEL02,37,4.5,19.874103,75.368419,19.954103,75.448419,14-02-2022,23:30:00,23:40:00,conditions Cloudy,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 34,"N-2 Cidco, Cidco, Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India","Patilwasti, Chhatrapati Sambhajinagar, Maharashtra, 431002, India"
6809,HYDRES05DEL02,36,4.9,17.433809,78.386744,17.483809,78.436744,01-03-2022,22:00:00,22:15:00,conditions Cloudy,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 25,"Inorbit Mall Cyberabad, Inorbit Mall Road, Kavuri Hills, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500081, India","Idpl, Ward 127 Rangareddy Nagar, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500037, India"
46DB,COIMBRES09DEL01,27,4.6,11.008638,76.984311,11.048638,77.024311,30-03-2022,14:10:00,14:15:00,conditions Windy,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 17,"Red Fields, Ward 71, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Civil Aerodrome, Ward 32, East Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
6C78,BANGRES07DEL01,24,4.9,12.978453,77.643685,12.988453,77.653685,01-04-2022,10:10:00,10:15:00,conditions Sunny,Low ,2,Snack ,scooter ,0,No ,Urban ,(min) 22,"510, Chinmaya Mission Hospital Road, Old Binnamangala, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India","Swamy Vivekananda Road, Ramaswamy Layout, Baiyyappanahalli, Bangalore East, Bengaluru Urban, Karnataka, 560093, India"
2DCE,PUNERES13DEL01,38,4.8,18.56245,73.916619,18.67245,74.026619,14-03-2022,19:15:00,19:20:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 53,"Phoenix Marketcity, 207, Viman Nagar Road, Ward 12, Pune City, Pune, Maharashtra, 411014, India","Shirur, Pune, Maharashtra, India"
9585,JAPRES06DEL01,20,4.8,26.911927,75.797282,27.021927,75.907282,08-03-2022,22:35:00,22:45:00,conditions Sunny,Low ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 28,"Sardar Patel Road, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Nagal Susawatan, Jamwa Ramgarh Tehsil, Jaipur(Rural), Rajasthan, 302028, India"
D2EC,GOARES18DEL03,31,4.8,15.49395,73.827423,15.58395,73.917423,16-02-2022,18:40:00,18:50:00,conditions Sunny,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 28,"Sunaparanta, Goa Centre for the Arts, Rua Almirante Reis, Panjim Bazaar, Fontainhas, Panaji, Tiswadi, North Goa, Goa, 403001, India","Gavkarvada, Mayem, Bicholim, North Goa, Goa, 403504, India"
BE32,SURRES15DEL02,36,4.9,21.160522,72.771477,21.180522,72.791477,11-03-2022,10:40:00,10:50:00,conditions Sunny,Low ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 20,"Majura Taluka, Surat, Gujarat, 395007, India","River Front Walkway, Surat, Majura Taluka, Surat, Gujarat, 392009, India"
6DCF,CHENRES13DEL02,37,4.6,13.027018,80.254791,13.077018,80.304791,19-03-2022,19:20:00,19:25:00,conditions Sunny,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 21,"RA Puram 2nd Main Road, Ward 123, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Chepauk, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India"
1656,CHENRES19DEL03,38,4.3,12.986047,80.218114,13.016047,80.248114,05-03-2022,23:45:00,23:50:00,conditions Windy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 33,"Velachery Bypass Road, Gangai Nagar, Ward 177, Zone 13 Adyar, Chennai, Tamil Nadu, 600042, India","South Lock Street, Varadapuram, Ward 172, Zone 13 Adyar, Chennai, Tamil Nadu, 600001, India"
21FC,BANGRES03DEL02,34,5,12.979166,77.640709,12.999166,77.660709,21-03-2022,11:20:00,11:35:00,conditions Stormy,High ,1,Snack ,motorcycle ,1,No ,Urban ,(min) 31,"Glen's Bakehouse, 297, 100 Feet Road, Old Binnamangala, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India","Benniganahalli, Kasturi Nagar, Bangalore East, Bengaluru Urban, Karnataka, 560033, India"
7CA2,JAPRES16DEL01,30,4.9,26.849596,75.800512,26.889596,75.840512,05-04-2022,15:45:00,15:50:00,conditions Cloudy,Medium ,1,Drinks ,motorcycle ,0,No ,Urban ,(min) 15,"Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur, Rajasthan, 302018, India","Jawahar Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
1242,MYSRES09DEL01,36,4.8,12.323194,76.630583,12.433194,76.740583,16-03-2022,22:10:00,22:20:00,conditions Stormy,Low ,2,Buffet ,scooter ,1,No ,Urban ,(min) 17,"Loyal World, Temple Road, Gokulam, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Allapattana, Srirangapattana taluk, Mandya, Karnataka, 570014, India"
905,PUNERES14DEL02,NaN ,NaN ,18.516216,73.842527,18.596216,73.922527,08-03-2022,23:25:00,23:40:00,conditions Fog,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 33,"Hongkong Lane, Deccan Gymkhana, Pune City, Pune, Maharashtra, 411004, India","Dhaonri - Lohgaon Road, Pune City, Haveli, Pune, Maharashtra, 411047, India"
B219,JAPRES02DEL03,29,4.5,26.914142,75.805704,26.974142,75.865704,01-04-2022,20:30:00,20:35:00,conditions Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 46,"Ahinsa Circle, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Jaipur Municipal Corporation, Amber Tehsil, Jaipur(Rural), Rajasthan, 302036, India"
8C17,HYDRES18DEL02,27,4.5,17.450851,78.379347,17.530851,78.459347,14-03-2022,17:10:00,17:15:00,conditions Sandstorms,Medium ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 26,"KFC, Hitec City Road, Vittal Rao Nagar, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500081, India","Dundigal mandal, Medchal–Malkajgiri, Telangana, 500014, India"
CCEE,AGRRES010DEL01,21,4.7,27.163303,78.057044,27.273303,78.167044,16-02-2022,22:55:00,23:10:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 22,"Taj East Gate Road, Taj Ganj, Kheria, Agra, Uttar Pradesh, 282001, India","Barhan, Etmadpur, Agra, Uttar Pradesh, 283201, India"
22D0,SURRES01DEL01,37,4.8,21.186438,72.794115,21.226438,72.834115,11-03-2022,13:30:00,13:35:00,conditions Windy,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 38,"Surat, Gujarat, 359009, India","Surat, Katargam Taluka, Surat, Gujarat, 305994, India"
D45,JAPRES02DEL03,NaN ,NaN ,26.914142,75.805704,27.004142,75.895704,20-03-2022,NaN ,17:50:00,conditions NaN,NaN ,3,Snack ,electric_scooter ,1,No ,Urban ,(min) 32,"Ahinsa Circle, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Amber Tehsil, Jaipur(Rural), Rajasthan, 302028, India"
BC0F,MUMRES18DEL03,20,4.6,19.1093,72.825451,19.1693,72.885451,15-03-2022,20:50:00,20:55:00,conditions Stormy,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 28,"Yeda Republic, A B Nair Road, Juhu Gaothan, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400058, India","Nagari Niwara Colony, P/N Ward, Zone 4, Mumbai Suburban, Maharashtra, 400065, India"
3DA7,PUNERES010DEL01,32,5,18.539299,73.897902,18.609299,73.967902,29-03-2022,17:35:00,17:45:00,conditions Sunny,Medium ,0,Drinks ,motorcycle ,NaN ,No ,Metropolitian ,(min) 31,"North Main Road, Koregaon Park, Ghorpuri, Pune City, Pune, Maharashtra, 411037, India","Haveli, Pune, Maharashtra, 412207, India"
FD2,HYDRES14DEL01,24,5,17.426228,78.407495,17.536228,78.517495,08-03-2022,23:30:00,23:35:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 24,"Road Number 45, Nandagiri Hills, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500033, India","Shanti Niketan Colony, Ward 133 Macha Bolarum, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Alwal mandal, Medchal–Malkajgiri, Telangana, 500100, India"
8C7A,PUNERES17DEL02,27,4.6,18.530963,73.828972,18.660963,73.958972,23-03-2022,20:20:00,20:25:00,conditions Sandstorms,Jam ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 20,"Model Colony, Pune City, Pune, Maharashtra, 411016, India","Khed, Pune, Maharashtra, India"
3E94,MYSRES14DEL03,38,4.3,0.0,0.0,0.06,0.06,15-03-2022,19:35:00,19:40:00,conditions Windy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 33,,
7B7D,RANCHIRES18DEL02,34,4.2,23.351489,85.324253,23.431489,85.404253,10-03-2022,19:20:00,19:25:00,conditions Stormy,Jam ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 40,"Radisson Blu, Kadru Road way to Argora Chowk, Ranchi, Kanke, Ranchi, Jharkhand, 834002, India","Ranchi, Kanke, Ranchi, Jharkhand, 835217, India"
25F3,COIMBRES18DEL02,21,4.6,11.02091,76.940432,11.04091,76.960432,26-03-2022,10:20:00,10:25:00,conditions Sandstorms,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 19,"bharthi park no2 road, Saibaba Colony, Ward 22, West Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Ganapathy, Ward 45, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
CBD1,AURGRES11DEL03,39,4.7,0.0,0.0,0.09,0.09,12-02-2022,23:35:00,23:50:00,conditions Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 43,,
A9D8,RANCHIRES07DEL02,38,4,23.359407,85.325055,23.489407,85.455055,27-03-2022,17:35:00,17:50:00,conditions Fog,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 36,"Capitol Hill, Mahatma Gandhi Road, Konkā, Ranchi, Kanke, Ranchi, Jharkhand, 834002, India","Ormanjhi, Ranchi, Jharkhand, India"
5E2,MYSRES05DEL02,NaN ,NaN ,-12.323978,76.627961,12.343978,76.647961,01-03-2022,NaN ,09:15:00,conditions NaN,NaN ,3,Snack ,bicycle ,1,No ,NaN ,(min) 18,,"1st Main Road, Rajendra Nagar, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
C26E,KOCRES16DEL02,20,4.8,10.003064,76.307589,10.083064,76.387589,16-02-2022,18:00:00,18:05:00,conditions Stormy,Medium ,1,Buffet ,scooter ,0,No ,NaN ,(min) 17,"City Silks, Civil Line Road, Palarivattom, Ernakulam, Kanayannur, Ernakulam, Kerala, 682025, India","Edathala, Aluva, Ernakulam, Kerala, 683112, India"
2E0C,BANGRES20DEL03,26,4.6,12.972161,77.596014,13.032161,77.656014,26-03-2022,17:50:00,18:05:00,conditions Stormy,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 23,"UB City, 24, Vittal Mallya Road, D'Souza Layout, Shanthala Nagar, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India","Prakruthi Township, Horamavu, Bangalore East, Bengaluru Urban, Karnataka, 560113, India"
C40,JAPRES20DEL01,31,4.8,26.956431,75.776649,26.966431,75.786649,24-03-2022,08:50:00,09:05:00,conditions Cloudy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 21,"Vidyadhar Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Sector 9, Vidyadhar Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
